perspect0,perspect1,class,confidence
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,2,"[5.76169871736094, 94.23830128263918]"
2,2,2,"[3.7966244044255832, 96.20337559557441]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.44875940686023, 48.551240593139646]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.449406904868816, 48.55059309513132]"
2,1,1,"[51.89674848529526, 48.10325151470488]"
2,1,1,"[51.449406904868816, 48.55059309513132]"
2,1,1,"[51.89674848529526, 48.10325151470488]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.449406904868816, 48.55059309513132]"
2,1,1,"[51.89674848529526, 48.10325151470488]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.43895878188561, 48.56104121811449]"
2,2,2,"[1.9425461035007272, 98.05745389649917]"
2,2,2,"[2.0802425312698536, 97.91975746872996]"
2,2,2,"[1.9410672561840667, 98.05893274381579]"
2,2,2,"[2.272208397815043, 97.72779160218508]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
1,2,1,"[73.75787667890445, 26.242123321095605]"
1,2,1,"[73.69153120205394, 26.308468797946027]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[26.326846149277454, 73.67315385072229]"
1,2,1,"[74.7697349527202, 25.23026504727962]"
2,1,1,"[51.40409230748168, 48.595907692518274]"
2,2,1,"[8.167118443476566, 91.83288155652326]"
2,2,1,"[7.452600662534984, 92.54739933746501]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.43895878188561, 48.56104121811449]"
2,1,1,"[51.33417826815673, 48.66582173184334]"
2,1,1,"[51.288609216581264, 48.71139078341856]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,2,1,"[25.188843045296412, 74.81115695470368]"
2,2,1,"[25.18852506126791, 74.81147493873233]"
2,1,1,"[51.40219244135691, 48.59780755864318]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,2,1,"[25.18360212876907, 74.81639787123095]"
2,1,1,"[51.78144381486805, 48.218556185132044]"
1,1,1,"[99.9966097868585, 0.003390213141628608]"
2,1,1,"[51.65574124882445, 48.3442587511755]"
1,1,1,"[99.99663476972088, 0.003365230279368848]"
2,2,1,"[25.18047266375107, 74.8195273362492]"
2,1,1,"[52.58675687622426, 47.41324312377591]"
2,1,1,"[51.40219244135691, 48.59780755864318]"
2,1,1,"[47.64040676387453, 52.359593236125704]"
2,1,1,"[51.40809112511013, 48.591908874889924]"
2,1,1,"[51.38902883823391, 48.610971161765974]"
2,1,1,"[51.3876411944626, 48.612358805537525]"
2,1,1,"[52.31222821141358, 47.687771788586296]"
1,1,1,"[100.0, 4.1965730317951595e-17]"
2,1,1,"[51.38902883823391, 48.610971161765974]"
2,1,1,"[51.3876411944626, 48.612358805537525]"
2,1,1,"[52.80689232828527, 47.19310767171454]"
1,1,1,"[99.99999999999254, 7.444585999947607e-12]"
2,1,1,"[51.4114378117288, 48.5885621882711]"
2,1,1,"[51.44554822847412, 48.55445177152581]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.389071467599635, 48.61092853240043]"
2,1,1,"[51.389071467599635, 48.61092853240043]"
2,2,1,"[2.032438687371166, 97.96756131262886]"
1,2,1,"[51.58284619702265, 48.417153802977275]"
2,2,1,"[2.032405579254876, 97.96759442074519]"
1,2,1,"[52.55361494617502, 47.44638505382501]"
2,2,1,"[2.0325028398029503, 97.96749716019713]"
1,2,1,"[51.58405349713051, 48.41594650286958]"
2,2,1,"[1.9604914159734401, 98.03950858402659]"
2,2,1,"[1.960496476495429, 98.03950352350464]"
1,2,1,"[45.28820084327265, 54.71179915672728]"
1,2,1,"[58.35390452877673, 41.646095471223305]"
2,2,1,"[1.9604814931915602, 98.03951850680855]"
2,2,1,"[1.9742964822913098, 98.02570351770856]"
2,2,1,"[6.572811752784403, 93.42718824721561]"
2,2,1,"[6.601592730891299, 93.39840726910859]"
2,2,1,"[1.9604444453282048, 98.03955555467189]"
2,2,1,"[1.960440111687624, 98.03955988831243]"
1,2,1,"[53.88395370717418, 46.11604629282599]"
2,2,1,"[6.572563392252589, 93.42743660774767]"
2,2,1,"[1.7977276096688324, 98.20227239033136]"
2,2,1,"[1.960496476495429, 98.03950352350464]"
1,2,1,"[44.66326436953185, 55.33673563046837]"
1,2,1,"[57.84330815831636, 42.15669184168374]"
2,2,1,"[1.9742866022749257, 98.02571339772499]"
2,2,1,"[1.960431642618884, 98.03956835738109]"
2,2,1,"[6.572726527903363, 93.42727347209691]"
2,2,1,"[6.601319866489882, 93.39868013351017]"
2,2,1,"[1.9604004089801506, 98.03959959101988]"
2,2,1,"[1.9603968020509017, 98.03960319794902]"
1,2,1,"[53.882873457516446, 46.11712654248374]"
2,2,1,"[6.572289634111023, 93.4277103658891]"
2,2,1,"[1.9605926184928881, 98.03940738150715]"
2,2,1,"[1.9605864342078132, 98.03941356579224]"
1,2,1,"[44.66501292821259, 55.334987071787396]"
1,2,1,"[58.01666802191688, 41.98333197808331]"
2,2,1,"[1.960528227566854, 98.03947177243307]"
2,2,1,"[1.9747653149724766, 98.02523468502743]"
2,2,1,"[6.573082058224004, 93.42691794177625]"
2,2,1,"[1.960496476495429, 98.03950352350464]"
1,2,1,"[54.44617877842761, 45.55382122157245]"
2,2,1,"[6.601861554768802, 93.39813844523106]"
2,2,1,"[1.9980942429083743, 98.0019057570916]"
2,2,1,"[7.528334714390729, 92.47166528560919]"
2,1,1,"[51.422044308876785, 48.577955691123314]"
1,1,1,"[95.79972981787253, 4.200270182127455]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[5.650665099579158, 94.34933490042053]"
2,2,1,"[6.298210871519326, 93.70178912848057]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.408051115854796, 48.59194888414525]"
1,1,1,"[76.73838940952531, 23.26161059047469]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[6.931808002297588, 93.06819199770237]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,1,1,"[55.01979210325395, 44.980207896746]"
1,1,1,"[80.8421992891246, 19.157800710875566]"
2,2,1,"[25.13218892370117, 74.8678110762988]"
2,2,1,"[25.12899253664561, 74.87100746335433]"
2,2,1,"[25.187701580858292, 74.81229841914184]"
2,2,1,"[26.256636035185444, 73.74336396481465]"
1,2,1,"[74.31943581056456, 25.68056418943553]"
2,2,1,"[26.438153397062113, 73.56184660293783]"
1,2,1,"[73.97538942628915, 26.024610573710916]"
2,2,1,"[26.060080458930713, 73.93991954106905]"
1,2,1,"[74.55802080454596, 25.44197919545395]"
2,1,1,"[51.33396590688375, 48.6660340931163]"
2,1,1,"[51.39205954230318, 48.60794045769677]"
2,1,1,"[51.39174155827468, 48.60825844172542]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,1,1,"[29.629129860689, 70.37087013931105]"
2,1,1,"[29.940097993639117, 70.0599020063609]"
2,2,1,"[25.1000192697147, 74.899980730285]"
1,1,1,"[58.73071502855825, 41.269284971441834]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,1,2,"[50.89461230509162, 49.105387694908245]"
2,1,2,"[50.75649999834343, 49.243500001656386]"
2,1,2,"[50.869262813346715, 49.13073718665317]"
2,1,2,"[50.72122909406849, 49.27877090593161]"
2,1,2,"[50.86656465171012, 49.13343534828973]"
2,1,2,"[50.71747080240108, 49.28252919759891]"
2,1,2,"[50.896243347861976, 49.10375665213787]"
2,1,2,"[50.758734210039655, 49.24126578996044]"
2,1,2,"[51.349924429584824, 48.65007557041503]"
2,1,2,"[51.34880974098754, 48.651190259012466]"
2,1,2,"[51.349924429584824, 48.65007557041503]"
2,1,2,"[51.34880974098754, 48.651190259012466]"
2,1,2,"[51.349924429584824, 48.65007557041503]"
2,1,2,"[51.34880974098754, 48.651190259012466]"
2,1,2,"[50.86557715722285, 49.134422842777006]"
2,1,2,"[50.71612952447931, 49.28387047552048]"
2,1,2,"[50.89461230509162, 49.105387694908245]"
2,1,2,"[50.75649999834343, 49.243500001656386]"
2,1,2,"[50.89525585337471, 49.104744146625144]"
2,1,2,"[50.75739293211788, 49.242607067882005]"
2,1,2,"[50.868275318859446, 49.13172468114045]"
2,1,2,"[50.719887816146716, 49.28011218385318]"
2,2,1,"[6.247122490319671, 93.75287750968025]"
2,2,1,"[25.138943901816248, 74.86105609818378]"
2,1,1,"[51.670072178759774, 48.329927821240275]"
2,1,1,"[51.443125603287584, 48.55687439671239]"
2,1,1,"[51.91503758958078, 48.08496241041923]"
2,2,1,"[25.18444635574307, 74.81555364425712]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.79569867385801, 48.20430132614181]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.79569867385801, 48.20430132614181]"
2,2,1,"[25.138943901816248, 74.86105609818378]"
2,1,1,"[51.69312895164501, 48.30687104835481]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,1,1,"[51.91356440751469, 48.086435592485216]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,1,1,"[51.91356440751469, 48.086435592485216]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.79569867385801, 48.20430132614181]"
2,1,1,"[51.44119192971369, 48.55880807028644]"
2,1,1,"[51.79569867385801, 48.20430132614181]"
2,1,1,"[51.45058267359859, 48.549417326401425]"
2,1,1,"[51.89911610678188, 48.100883893218224]"
2,2,2,"[1.9989992515765629, 98.00100074842328]"
2,2,2,"[3.920176155017887, 96.07982384498203]"
2,2,2,"[5.787265592558911, 94.21273440744092]"
2,1,1,"[51.41900514430165, 48.58099485569834]"
2,1,1,"[51.53678974290686, 48.46321025709312]"
2,1,1,"[51.477174044712115, 48.52282595528785]"
2,1,1,"[51.52333741912086, 48.47666258087917]"
2,1,1,"[51.43298951897126, 48.56701048102859]"
2,1,1,"[51.41863551869513, 48.5813644813048]"
2,2,2,"[3.970359575181477, 96.02964042481858]"
2,2,2,"[5.496952354391329, 94.50304764560849]"
2,2,2,"[3.9066026928932525, 96.09339730710684]"
2,2,2,"[1.9989560549812944, 98.00104394501864]"
2,2,2,"[4.2637476090369075, 95.73625239096307]"
2,2,2,"[3.7965370759982733, 96.20346292400177]"
2,2,2,"[3.9607352227891477, 96.03926477721085]"
2,2,2,"[4.145194180361706, 95.85480581963827]"
2,2,2,"[3.9123994145451055, 96.08760058545482]"
2,2,2,"[4.606272350551308, 95.3937276494486]"
2,2,2,"[4.023411895280148, 95.97658810471975]"
2,2,2,"[1.9990407753504364, 98.00095922464956]"
2,2,2,"[4.443379156201258, 95.55662084379858]"
2,2,2,"[5.560632980562619, 94.43936701943744]"
2,2,2,"[4.0402804820596705, 95.95971951794026]"
2,2,2,"[4.1551146368266725, 95.84488536317326]"
2,2,2,"[4.492891707619359, 95.50710829238054]"
2,2,2,"[3.8773469298691685, 96.12265307013074]"
2,2,2,"[3.801444588673693, 96.1985554113264]"
2,2,2,"[1.9151612035477608, 98.08483879645237]"
2,2,2,"[1.9184584980851862, 98.0815415019147]"
2,2,2,"[1.924529290952925, 98.07547070904698]"
2,2,2,"[1.9151670881627154, 98.0848329118375]"
2,2,2,"[1.9184621276599247, 98.08153787234]"
2,2,2,"[1.9245261703831054, 98.07547382961675]"
2,2,2,"[1.9151730351891356, 98.08482696481099]"
2,2,2,"[1.9184658157698509, 98.08153418423007]"
2,2,2,"[1.9245231127186013, 98.07547688728127]"
2,2,2,"[1.915179044628962, 98.08482095537126]"
2,2,2,"[1.918469562416088, 98.08153043758372]"
2,2,2,"[1.9245201179584168, 98.07547988204153]"
2,2,2,"[1.9151851164841451, 98.08481488351607]"
2,2,2,"[1.9184733675997816, 98.08152663240008]"
2,2,2,"[1.9245171861015817, 98.07548281389828]"
2,2,2,"[1.9151912507566586, 98.08480874924352]"
2,2,2,"[1.918477231322091, 98.08152276867779]"
2,2,2,"[1.924514317147143, 98.07548568285284]"
2,2,2,"[1.9151974474484876, 98.0848025525517]"
2,2,2,"[1.918481153584192, 98.0815188464156]"
2,2,2,"[1.9245115110941668, 98.0754884889058]"
2,2,2,"[1.9152037065616536, 98.0847962934385]"
2,2,2,"[1.9184851343872837, 98.08151486561266]"
2,2,2,"[1.924508767941743, 98.07549123205817]"
2,2,2,"[1.9152100280981907, 98.08478997190187]"
2,2,2,"[1.9184891737325782, 98.08151082626722]"
2,2,2,"[1.9245060876889803, 98.07549391231099]"
2,2,2,"[1.9152164120601487, 98.08478358794005]"
2,2,2,"[1.918493271621305, 98.0815067283786]"
2,2,2,"[1.9245034703350128, 98.07549652966495]"
2,2,2,"[1.9152228584496012, 98.08477714155062]"
2,2,2,"[1.9184974280547182, 98.08150257194521]"
2,2,2,"[1.924500915878983, 98.07549908412093]"
2,2,2,"[1.9152293672686451, 98.0847706327315]"
2,2,2,"[1.918501643034081, 98.08149835696571]"
2,2,2,"[1.9244984243200671, 98.0755015756798]"
2,2,2,"[1.9152359385193933, 98.08476406148077]"
2,2,2,"[1.918505916560682, 98.0814940834392]"
2,2,2,"[1.9244959956574554, 98.0755040043424]"
2,2,2,"[1.9152425722039834, 98.08475742779618]"
2,2,2,"[1.9185102486358208, 98.0814897513641]"
2,2,2,"[1.9244936298903577, 98.07550637010965]"
2,2,2,"[1.9152492683245692, 98.08475073167565]"
2,2,2,"[1.9185146392608172, 98.08148536073907]"
2,2,2,"[1.924491327018005, 98.07550867298184]"
2,2,2,"[1.9152560268833239, 98.08474397311676]"
2,2,2,"[1.9185190884370116, 98.08148091156285]"
2,2,2,"[1.9244890870396554, 98.07551091296023]"
2,2,2,"[1.915262847882444, 98.08473715211773]"
2,2,2,"[1.9185235961657598, 98.08147640383407]"
2,2,2,"[1.9244869099545725, 98.07551309004529]"
2,2,2,"[1.9152697313241518, 98.084730268676]"
2,2,2,"[1.918528162448443, 98.08147183755133]"
2,2,2,"[1.9244847957620599, 98.07551520423794]"
2,2,2,"[1.9152766772106733, 98.08472332278949]"
2,2,2,"[1.918532787286442, 98.08146721271345]"
2,2,2,"[1.9244827444614185, 98.07551725553851]"
2,2,2,"[1.9152836855442792, 98.0847163144559]"
2,2,2,"[1.9185374706811762, 98.08146252931866]"
2,2,2,"[1.9244807560519908, 98.07551924394787]"
2,2,2,"[1.915290756327229, 98.08470924367285]"
2,2,2,"[1.9185422126340697, 98.08145778736576]"
2,2,2,"[1.9244788305331337, 98.07552116946687]"
2,2,2,"[1.9152978895618364, 98.0847021104384]"
2,2,2,"[1.9185470131465707, 98.08145298685335]"
2,2,2,"[1.9244769679042086, 98.07552303209569]"
2,2,2,"[1.915305085250406, 98.08469491474978]"
2,2,2,"[1.9185518722201365, 98.08144812777971]"
2,2,2,"[1.9244751681646282, 98.07552483183538]"
2,2,2,"[1.9153123433952866, 98.0846876566049]"
2,2,2,"[1.9185567898562526, 98.08144321014359]"
2,2,2,"[1.924473431313793, 98.07552656868612]"
2,2,2,"[1.915319663998834, 98.08468033600133]"
2,2,2,"[1.9185617660564247, 98.08143823394347]"
2,2,2,"[1.9244717573511485, 98.07552824264874]"
2,2,2,"[1.9153270470634198, 98.08467295293666]"
2,2,2,"[1.918566800822159, 98.08143319917778]"
2,2,2,"[1.924470146276151, 98.07552985372382]"
2,2,2,"[1.9153344925914486, 98.0846655074086]"
2,2,2,"[1.9185718941549985, 98.08142810584494]"
2,2,2,"[1.9244685980882712, 98.07553140191166]"
2,2,2,"[1.915342000585342, 98.08465799941476]"
2,2,2,"[1.9185770460564882, 98.08142295394337]"
2,2,2,"[1.9244671127870085, 98.07553288721297]"
2,2,2,"[1.9153495710475374, 98.0846504289527]"
2,2,2,"[1.9185822565282087, 98.08141774347156]"
2,2,2,"[1.9244656903718835, 98.07553430962811]"
2,2,2,"[1.9153572039804891, 98.08464279601961]"
2,2,2,"[1.9185875255717435, 98.08141247442808]"
2,2,2,"[1.9244643308424307, 98.0755356691574]"
2,2,2,"[1.915364899386686, 98.08463510061344]"
2,2,2,"[1.9185928531887013, 98.08140714681123]"
2,2,2,"[1.9244630341982136, 98.07553696580173]"
2,2,2,"[1.9153726572686234, 98.08462734273157]"
2,2,2,"[1.9185982393807035, 98.08140176061923]"
2,2,2,"[1.9244618004388063, 98.0755381995611]"
2,2,2,"[1.915380477628823, 98.0846195223714]"
2,2,2,"[1.9186036841493932, 98.08139631585038]"
2,2,2,"[1.9244606295638094, 98.07553937043618]"
2,2,2,"[1.9153883604698256, 98.08461163953032]"
2,2,2,"[1.9186091874964344, 98.08139081250346]"
2,2,2,"[1.9244595215728446, 98.07554047842716]"
2,2,2,"[1.9153963057941983, 98.08460369420592]"
2,2,2,"[1.9186147494235013, 98.08138525057636]"
2,2,2,"[1.924458476465548, 98.07554152353438]"
2,2,2,"[1.915404313604516, 98.08459568639557]"
2,2,2,"[1.9186203699322866, 98.08137963006754]"
2,2,2,"[1.9244574942415882, 98.07554250575839]"
2,2,2,"[1.9154123839033816, 98.0845876160967]"
2,2,2,"[1.918626049024513, 98.08137395097526]"
2,2,2,"[1.9244565749006386, 98.07554342509933]"
2,2,2,"[1.9154205166934215, 98.08457948330667]"
2,2,2,"[1.918631786701909, 98.08136821329796]"
2,2,2,"[1.9244557184424034, 98.07554428155755]"
2,2,2,"[1.9154287119772753, 98.0845712880229]"
2,2,2,"[1.9186375829662197, 98.08136241703356]"
2,2,2,"[1.9244549248665987, 98.07554507513325]"
2,2,2,"[1.9154369697576064, 98.0845630302426]"
2,2,2,"[1.918643437819217, 98.08135656218066]"
2,2,2,"[1.9244541941729807, 98.07554580582692]"
2,2,2,"[1.9154452900370993, 98.084554709963]"
2,2,2,"[1.9186493512626828, 98.08135064873719]"
2,2,2,"[1.924453526361303, 98.07554647363857]"
2,2,2,"[1.915453672818455, 98.08454632718167]"
2,2,2,"[1.9186553232984234, 98.0813446767014]"
2,2,2,"[1.924452921431346, 98.07554707856855]"
2,2,2,"[1.9154621181044056, 98.08453788189581]"
2,2,2,"[1.9186613539282606, 98.08133864607157]"
2,2,2,"[1.9244523793829176, 98.07554762061704]"
2,2,2,"[1.9154706258976884, 98.08452937410252]"
2,2,2,"[1.9186674431540325, 98.08133255684578]"
2,2,2,"[1.9244519002158391, 98.07554809978402]"
2,2,2,"[1.9154791962010707, 98.08452080379914]"
2,2,2,"[1.9186735909775914, 98.0813264090223]"
2,2,2,"[1.924451483929964, 98.07554851607004]"
2,2,2,"[1.9154878290173332, 98.08451217098275]"
2,2,2,"[1.9186797974008178, 98.08132020259902]"
2,2,2,"[1.9244511305251466, 98.07554886947472]"
2,2,2,"[1.9154965243492885, 98.08450347565093]"
2,2,2,"[1.9186860624256021, 98.08131393757424]"
2,2,2,"[1.9244508400012736, 98.07554915999862]"
2,2,2,"[1.9155052821997585, 98.08449471780034]"
2,2,2,"[1.918692386053857, 98.08130761394605]"
2,2,2,"[1.924450612358255, 98.0755493876417]"
2,2,2,"[1.9155141025715903, 98.08448589742859]"
2,2,2,"[1.9186987682875043, 98.08130123171235]"
2,2,2,"[1.9244504475960145, 98.07554955240397]"
2,2,2,"[1.9155229854676514, 98.08447701453255]"
2,2,2,"[1.9187052091285013, 98.0812947908714]"
2,2,2,"[1.9244503457144955, 98.07554965428545]"
2,2,2,"[1.915531930890824, 98.08446806910925]"
2,2,2,"[1.9187117085788008, 98.08128829142112]"
2,2,2,"[1.924450306713669, 98.0755496932863]"
2,2,2,"[1.9155409388440254, 98.08445906115608]"
2,2,2,"[1.9187182666403875, 98.08128173335945]"
2,2,2,"[1.9244503305935239, 98.07554966940634]"
2,2,2,"[1.9155500093301723, 98.08444999066995]"
2,2,2,"[1.9187248833152686, 98.08127511668462]"
2,2,2,"[1.9244504173540622, 98.07554958264576]"
2,2,2,"[1.9155591423522167, 98.08444085764789]"
2,2,2,"[1.9187315586054567, 98.0812684413944]"
2,2,2,"[1.9244505669953202, 98.07554943300455]"
2,2,2,"[1.9155683379131294, 98.08443166208696]"
2,2,2,"[1.9187382925129852, 98.08126170748687]"
